City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,leshukonskoye,24,RU,1538616411,96,64.9,45.76,33.06,2.37
384,teguise,0,ES,1538614800,83,29.06,-13.56,73.4,6.93
385,joutseno,75,FI,1538614200,100,61.11,28.48,37.4,9.17
386,byron bay,0,AU,1538614800,60,-28.65,153.62,73.4,19.46
387,igrim,88,RU,1538616413,96,63.19,64.42,43.23,4.61
388,plettenberg bay,0,ZA,1538615955,100,-34.05,23.37,57.45,6.06
389,ust-maya,64,RU,1538616230,93,60.42,134.54,37.74,3.83
390,nara,75,JP,1538613000,77,34.68,135.8,68.0,5.82
391,yerbogachen,44,RU,1538615784,63,61.28,108.01,34.59,6.96
392,newport,90,GB,1538614200,100,51.59,-3.0,57.2,9.17
393,leningradskiy,24,RU,1538616215,87,69.38,178.42,40.53,11.99
394,nanortalik,20,GL,1538616043,96,60.14,-45.24,35.85,20.83
395,san juan,40,PH,1538614800,89,14.6,121.03,84.2,2.24
396,barcelona,0,ES,1538614800,68,41.38,2.18,64.4,8.05
397,krasnyy chikoy,92,RU,1538616415,85,50.36,108.75,36.84,3.15
398,morant bay,75,JM,1538614800,78,17.88,-76.41,78.8,8.05
399,bay roberts,90,CA,1538614800,81,47.58,-53.28,44.6,12.75
400,porto novo,75,BR,1538614800,94,-23.68,-45.44,69.8,3.36
401,aykhal,88,RU,1538615925,85,65.95,111.51,28.29,8.75
402,gambela,56,ET,1538616416,88,8.25,34.59,60.24,2.59
403,berdigestyakh,36,RU,1538616416,81,62.1,126.7,35.04,5.17
404,kyotera,12,UG,1538616416,100,-0.63,31.54,66.99,3.6
405,la union,48,GT,1538616128,71,14.97,-89.29,75.63,2.26
406,mocuba,0,MZ,1538616416,75,-16.84,36.99,70.68,5.61
407,kanniyakumari,76,IN,1538616417,100,8.08,77.57,76.8,9.53
408,eenhana,0,NA,1538616417,32,-17.48,16.34,63.39,5.39
409,naberera,64,TZ,1538616417,94,-4.2,36.93,61.41,8.86
410,gat,48,SN,1538611200,88,14.69,-16.54,82.4,2.24
411,belmonte,0,PT,1538616099,65,40.36,-7.35,51.96,4.61
412,mendi,12,ET,1538616418,92,9.8,35.1,55.56,0.69
413,wukari,36,NG,1538616418,81,7.87,9.78,78.6,7.96
414,ulladulla,90,AU,1538614800,100,-35.36,150.48,55.4,9.17
415,cam ranh,92,VN,1538616418,100,11.92,109.15,75.36,8.52
416,london,0,GB,1538614200,93,51.51,-0.13,55.4,5.82
417,cherskiy,92,RU,1538616155,92,68.75,161.3,34.77,7.18
418,sur,0,OM,1538615921,93,22.57,59.53,82.92,4.05
419,kamenka,56,RU,1538616419,98,53.19,44.05,51.96,16.69
420,chabahar,0,IR,1538616295,95,25.29,60.65,82.02,6.85
421,ambon,0,FR,1538614800,93,47.55,-2.56,53.6,2.24
422,port pirie,90,AU,1538614800,62,-33.18,138.01,57.2,14.99
423,mogadishu,0,SO,1538616419,98,2.04,45.34,78.6,14.34
424,wanning,75,AT,1538614200,81,48.64,13.53,50.0,4.7
425,wellington,32,NZ,1538614800,72,-41.29,174.78,59.0,21.92
426,nalut,0,LY,1538615921,71,31.86,10.98,49.8,2.59
427,sayansk,68,RU,1538616420,77,54.11,102.18,33.42,7.52
428,bakchar,92,RU,1538616420,65,57.02,82.07,46.11,6.62
429,nantucket,90,US,1538615700,93,41.28,-70.1,59.0,10.29
430,ust-nera,64,RU,1538616206,87,64.57,143.24,20.64,2.71
431,port-gentil,0,GA,1538616178,99,-0.72,8.78,77.25,6.73
432,mayumba,92,GA,1538616421,99,-3.44,10.65,75.18,5.06
433,jumla,8,NP,1538616421,87,29.28,82.18,32.07,2.15
434,kudahuvadhoo,68,MV,1538616150,100,2.67,72.89,81.21,24.07
435,teguldet,64,RU,1538616422,93,57.31,88.17,35.49,4.27
436,zyryanka,36,RU,1538615899,91,65.73,150.89,29.46,3.04
437,bulembu,92,SZ,1538614800,93,-25.95,31.13,48.2,4.7
438,la cruz,48,MX,1538616422,65,23.92,-106.89,88.5,4.5
439,novikovo,36,UA,1538616423,100,45.05,34.56,50.16,6.62
440,husavik,12,CA,1538616134,100,50.56,-96.99,36.84,18.48
441,rio grande,0,BR,1538615854,99,-32.03,-52.1,55.74,6.62
442,heihe,0,RU,1538613000,44,50.24,127.51,60.8,6.71
443,zhumadian,0,CN,1538616423,67,33.01,114.02,59.16,1.48
444,vardo,1,US,1538615100,65,39.62,-77.74,73.04,3.36
445,gari,76,RU,1538616423,78,59.43,62.35,46.11,4.61
446,rosarito,90,CO,1538614800,83,4.91,-75.23,77.0,2.24
447,sioux lookout,90,CA,1538615460,100,50.1,-91.92,32.0,14.99
448,luchegorsk,0,RU,1538616424,50,46.44,134.3,57.09,3.27
449,ridgecrest,75,US,1538614560,36,35.62,-117.67,75.02,17.22
450,moindou,0,NC,1538614800,54,-21.69,165.68,78.8,10.29
451,bibbiena,0,IT,1538614500,48,43.7,11.82,64.4,8.05
452,touros,92,BR,1538616220,89,-5.2,-35.46,77.07,13.56
453,pahrump,1,US,1538614380,25,36.21,-115.98,82.94,11.41
454,umm bab,0,QA,1538616425,68,25.21,50.81,72.84,2.93
455,qaqortoq,0,GL,1538614200,59,60.72,-46.03,35.6,5.82
456,kushima,75,JP,1538611200,88,31.5,131.29,69.8,19.46
457,hobyo,8,SO,1538616191,93,5.35,48.53,75.81,13.11
458,naze,75,NG,1538611200,94,5.43,7.07,77.0,4.16
459,charleville-mezieres,0,FR,1538612700,93,49.77,4.72,44.6,1.12
460,itarema,0,BR,1538616427,82,-2.92,-39.92,77.43,13.67
461,bell ville,0,AR,1538616427,62,-32.63,-62.69,57.72,4.27
462,verkhniy lomov,56,RU,1538616427,98,53.47,43.56,51.96,16.69
463,onda,0,ES,1538614800,72,39.96,-0.26,60.8,4.7
464,taoudenni,24,ML,1538615969,28,22.68,-3.98,79.68,5.5
465,kibala,75,TD,1538614800,94,9.11,18.35,71.6,4.7
466,ossora,56,RU,1538616428,99,59.24,163.07,44.22,19.6
467,camacha,20,PT,1538614800,82,33.08,-16.33,69.8,2.24
468,wakkanai,20,JP,1538611200,45,45.41,141.67,62.6,17.22
469,maningrida,0,AU,1538616429,70,-12.05,134.23,80.94,6.73
470,tual,44,ID,1538615886,96,-5.67,132.75,80.76,11.77
471,bandarbeyla,32,SO,1538616057,97,9.49,50.81,76.62,8.75
472,sasciori,0,RO,1538614800,81,45.87,23.58,42.8,4.16
473,rafsanjan,0,IR,1538616216,44,30.4,55.99,48.18,2.15
474,karratha,8,AU,1538616053,28,-20.74,116.85,81.39,4.72
475,strangnas,0,SE,1538614200,93,59.38,17.03,37.4,6.93
476,rocha,36,UY,1538615767,66,-34.48,-54.34,50.52,2.37
477,ucluelet,75,CA,1538614800,66,48.94,-125.55,51.8,6.93
478,navahrudak,44,BY,1538616431,83,53.59,25.82,43.41,24.07
479,trairi,8,BR,1538616431,99,-3.28,-39.27,79.68,17.69
480,payson,75,US,1538614560,64,40.04,-111.73,64.04,6.93
481,otane,64,NZ,1538616432,45,-39.89,176.62,63.12,2.59
482,dalbandin,0,PK,1538616202,37,28.9,64.41,53.13,3.71
483,santa lucia,68,IT,1538616432,97,39.93,9.66,59.34,9.42
484,kieta,92,PG,1538616243,100,-6.22,155.63,78.42,5.39
485,meulaboh,92,ID,1538615944,100,4.14,96.13,76.44,1.7
486,tulsipur,0,IN,1538616433,84,27.53,82.41,68.97,5.17
487,inongo,80,CD,1538616433,100,-1.93,18.29,69.42,3.38
488,tiznit,36,MA,1538616433,98,29.7,-9.73,67.08,2.82
489,belyy yar,40,RU,1538613000,93,53.6,91.39,39.2,2.24
490,jalu,44,LY,1538616168,26,29.03,21.55,84.63,13.78
491,kerrobert,40,CA,1538614800,86,51.92,-109.14,30.2,16.11
492,chanderi,0,IN,1538616434,57,24.7,78.12,75.54,6.06
493,mareeba,20,AU,1538614800,47,-16.99,145.42,80.6,10.29
494,maun,0,BW,1538611200,16,-19.99,23.42,73.4,5.82
495,marrakesh,0,MA,1538614800,46,31.63,-7.99,71.6,2.24
496,bowen,0,AU,1538611200,41,-20.01,148.25,78.8,3.36
497,jadu,0,LY,1538616434,84,31.95,12.03,49.71,2.37
498,dawei,12,MM,1538616234,84,14.07,98.19,76.62,4.16
499,okahandja,0,NA,1538614800,22,-21.98,16.91,64.4,8.05
500,rawson,92,AR,1538615878,30,-43.3,-65.11,59.79,13.67
501,tateyama,75,JP,1538611200,88,36.66,137.31,62.6,2.24
502,matiri,36,UG,1538616435,89,0.58,30.76,58.26,2.71
503,new philadelphia,1,US,1538614560,81,40.49,-81.45,75.92,6.93
504,auki,12,NG,1538616145,82,12.18,6.51,73.83,8.97
505,nemuro,20,JP,1538611200,45,43.32,145.57,64.4,11.41
506,ewo,76,CG,1538616436,97,-0.88,14.81,69.96,3.04
507,turiacu,8,BR,1538616436,91,-5.01,-63.0,78.78,1.7
508,raudeberg,92,NO,1538614200,65,61.99,5.14,46.4,13.87
509,tilichiki,76,RU,1538615908,91,60.47,166.1,46.65,13.0
510,aracati,0,BR,1538616436,78,-4.56,-37.77,77.88,11.54
511,evensk,12,RU,1538616185,100,61.92,159.24,44.31,14.67
512,bonavista,20,CA,1538616224,100,48.65,-53.11,47.28,13.78
513,port hardy,75,CA,1538614800,70,50.7,-127.42,48.2,4.7
514,watertown,90,US,1538614380,70,44.9,-97.12,50.18,28.86
515,krasnoye,75,RU,1538613000,93,44.87,39.46,60.8,4.47
516,bazarnyye mataki,56,RU,1538616437,96,54.9,49.93,54.75,13.33
517,poronaysk,0,RU,1538615926,78,49.22,143.1,52.14,8.97
518,comodoro rivadavia,20,AR,1538611200,47,-45.87,-67.48,57.2,11.41
519,nome,1,US,1538614500,87,30.04,-94.42,78.98,4.7
520,gravelbourg,0,CA,1538616438,85,49.88,-106.56,30.99,9.75
521,abu dhabi,0,AE,1538611200,74,24.47,54.37,84.2,2.24
522,huarmey,64,PE,1538616046,75,-10.07,-78.15,63.39,2.93
523,norwalk,75,US,1538614980,82,33.91,-118.08,75.02,6.93
524,quatre cocos,20,MU,1538614800,82,-20.21,57.76,60.8,9.17
525,mingshui,0,CN,1538616439,70,22.81,109.89,67.8,5.73
526,beringovskiy,80,RU,1538616152,97,63.05,179.32,47.19,13.0
527,praya,20,ID,1538614800,58,-8.71,116.27,86.0,4.7
528,bambanglipuro,0,ID,1538616230,83,-7.95,110.28,72.66,3.38
529,beyneu,32,KZ,1538616439,53,45.32,55.19,55.38,4.38
530,vila franca do campo,40,PT,1538614800,83,37.72,-25.43,69.8,9.17
531,mongu,0,ZM,1538616439,28,-15.27,23.14,64.56,7.29
532,atyrau,40,KZ,1538613000,67,47.1,51.92,60.8,4.47
533,ahualulco,40,MX,1538613840,60,22.4,-101.17,68.0,6.93
534,saint george,20,GR,1538614200,88,39.45,22.34,64.4,3.36
535,umred,20,IN,1538614800,88,20.85,79.32,75.2,3.49
536,kolosovka,56,RU,1538616440,77,56.47,73.61,43.41,10.76
537,abha,0,SA,1538611200,42,18.22,42.5,64.4,4.7
538,luwuk,100,ID,1538616440,95,-0.95,122.79,78.06,4.16
539,honiara,75,SB,1538611200,70,-9.43,159.96,86.0,4.7
540,henties bay,0,NA,1538616144,88,-22.12,14.28,60.78,2.59
541,saint-nazaire,0,FR,1538614800,93,47.27,-2.21,53.6,2.24
542,flinders,90,AU,1538614800,100,-34.58,150.85,55.4,9.17
543,mitchell,75,US,1538614380,63,43.71,-98.03,46.94,20.8
544,kvitok,92,RU,1538616441,90,56.08,98.48,35.13,4.38
545,susuman,0,RU,1538616442,86,62.78,148.15,19.92,3.71
